ranking,昵称,抖音号,number of followers,gender,profession of the broadcaster,profession,Number of viewers,人数峰值,sales volume,销售额/万,value of sales,Word of mouth,Live broadcast times,Total products,Total duration of live broadcast
539,播 broadcast,2212666203,186628,female,穿搭,4,18386,1399,2.2w,1050.70 ,10.51 ,4.90,86,290,21天8时45分23秒
540,JNBY官方直播间,1621132131,228061,female,穿搭,4,51608,1585,2.4w,1048.20 ,10.48 ,4.91,50,303,10天16时32分16秒
541,妃鱼白菜奢品秒杀,feiyubaicai,99519,female,穿搭,4,25106,981,6196,1043.50 ,10.44 ,4.52,90,6611,13天8时52分27秒
542,竹山县如意绿松石,djt0719,59214,male,时尚,0,13327,994,1.1w,1038.80 ,10.39 ,4.76,100,13306,14天13时59分11秒
543,不一样的名字（今晚直播）,wink12345,651363,female,穿搭,4,152443,5859,27.6w,1037.00 ,10.37 ,1.66,61,117,10天22时11分51秒
544,李俏俏,liqiaoqiao17,3286366,female,网红美女,7,337096,28677,16.0w,1036.60 ,10.37 ,4.72,18,133,2天6时54分24秒
545,少米攀攀严选,1115424320,595315,female,美妆,6,61072,3234,6.2w,1035.40 ,10.93 ,4.87,33,84,4天10时29分44秒
546,解说员王涛,944513900,4434459,male,体育,18,148750,7155,3857,1035.00 ,10.35 ,4.82,27,95,3天18时4分21秒
547,青黛翡翠,qingdaifeicui,34048,female,时尚,0,17723,343,1.1w,1033.60 ,10.34 ,4.83,26,45,5天20时12分5秒
548,黄奕向前,7934964,1674336,female,明星,3,1013185 ,15526,8759,1032.50 ,10.33 ,4.54,1,75,8时28分55秒
549,红娘子珠宝,ZB58885885,130053,female,时尚,0,82329,2298,4.9w,1031.70 ,10.32 ,4.87,18,3167,4天4时6分15秒
550,潮店服装店,23350865,526717,female,穿搭,4,113241,3319,7.5w,1029.80 ,10.30 ,4.89,26,631,6天3时13分21秒
551,王小萌KE,967472541,1311447,female,母婴育儿,15,297057,30852,18.0w,1029.70 ,10.30 ,4.93,31,87,3天59分28秒
552,莉莉定制,nuoyidama888,236828,female,穿搭,4,238161,7288,17.0w,1024.10 ,10.24 ,1.96,22,781,4天22时30分22秒
553,橦颜female装,STSL0718,415234,female,穿搭,4,80288,1909,10.9w,1019.10 ,10.19 ,1.76,26,1019,6天31分12秒
554,杭州森比服装批发,tsyf6666661,517796,female,穿搭,4,63766,1444,5.2w,1015.00 ,10.15 ,4.97,54,345,13天13时15分24秒
555,善喜哥服饰,1837835218,615029,female,穿搭,4,92613,2727,12.6w,1012.00 ,10.12 ,4.90,25,891,3天16时27分25秒
556,李李李婉君（早上10点直播）,liwanjun1618,1686768,female,穿搭,4,86001,2261,11.0w,1008.90 ,10.09 ,5.00,43,187,5天23时39分41秒
557,七奈服饰,seven7nai,227155,female,网红美女,7,144822,2282,9.0w,1008.60 ,10.09 ,4.93,33,672,5天13时51分
558,景德镇王乔陶瓷,dydasj4i4l7d,515613,female,种草,2,331581,11212,26.2w,1008.10 ,10.08 ,4.95,29,135,6天17时19分6秒
559,小胖墩服饰店,hujinfang1989,2295197,female,生活,5,304447,23768,18.6w,1007.40 ,10.07 ,4.90,30,137,4天5时27分2秒
560,龙老板的黄金工厂,wenjieyanzuan,167194,female,时尚,0,63159,5106,8.2w,1005.70 ,10.06 ,4.06,35,2439,3天18时6分6秒
561,冰冰原创一号店,bb000666777888,805805,female,穿搭,4,99076,4821,19.3w,1002.10 ,10.02 ,4.98,57,475,10天2时12分34秒
562,高高来了(6号下午1点反季大衣大狂欢！）,gaogao993,274023,female,穿搭,4,57369,1957,2.4w,1001.90 ,10.02 ,1.65,37,1327,5天22时25分4秒
563,御姐珠宝,guyu668,343628,female,时尚,0,19857,1316,4.0w,1001.80 ,10.02 ,4.10,240,30742,25天22时21分56秒
564,凯百瑞老板娘三三(晚上6点开播),sansanzhubao,47307,female,时尚,0,25728,1505,1.9w,999.00 ,9.99 ,4.98,25,1644,6天11时3分14秒
565,紫绫紫绫【玺爱珠宝】,ZL666120,165484,female,情感,9,86088,2764,9803,997.00 ,9.97 ,4.83,25,121,4天16时26分23秒
566,五季家大码（早上9点直播）,wujijia0525,2280368,female,穿搭,4,201045,1555,7.7w,996.90 ,9.97 ,4.90,32,139,22天15时45分55秒
567,素与首饰【每周二、四、六、七直播】,suyu009,131908,female,时尚,0,34029,1177,2.1w,996.80 ,9.97 ,4.83,19,4107,4天5时5分52秒
568,深圳妍芙妮格纹设计（zhao主播）,LUGE1111111,273837,female,穿搭,4,159077,4489,3.8w,992.80 ,9.93 ,4.89,37,133,5天18时52分24秒
569,认养一头牛官方旗舰店,renyangyitouniu,860572,female,美食,10,96007,2320,8.4w,991.90 ,9.92 ,4.92,34,43,19天1时33分36秒
570,找靓机,379246796,6806300,female,科技,1,49938,921,8164,989.80 ,9.90 ,4.05,61,192,18天13时25分55秒
571,张景亦,ZJYST1688,134789,female,穿搭,4,154925,2854,7.4w,988.10 ,9.88 ,5.00,32,78,6天27分10秒
572,中茶官方旗舰店,zhongchawangluo,91086,female,种草,2,42857,666,3.1w,987.50 ,9.88 ,4.74,35,128,22天14时7分2秒
573,佰草世家旗舰店,BCSJ168,11948,female,美妆,6,8353,1317,2.6w,986.70 ,9.87 ,4.21,39,39,5天18时19分27秒
574,MISS SIXTY,MISSSIXTY,102696,female,穿搭,4,11685,726,1.9w,982.90 ,9.83 ,4.77,53,337,20天1时16分12秒
575,瑞丽市永多珠宝,Ydzb888888,1025965,female,时尚,0,32434,845,4406,982.20 ,9.82 ,4.72,50,4723,9天35分47秒
576,黄金王老五,guangtou11888,95879,female,时尚,0,69396,11886,4.4w,981.90 ,9.82 ,4.23,45,295,1天18时18分38秒
577,礼尚往来名表瑞瑞,LSWL_1999,132388,female,生活,5,36480,949,247,977.90 ,9.78 ,4.75,56,557,25天20时56分59秒
578,晨晨玉石优选,chenchenzhub23,60487,female,,31,54656,3973,4.8w,977.80 ,9.78 ,4.71,30,1299,3天9时43分22秒
579,巴黎欧莱雅,700989007,767217,female,美妆,6,134354,3874,3.5w,976.80 ,9.77 ,4.89,38,108,19天7时49分41秒
580,三Cfemale装批发（娘娘宠粉狂）6点开播,sanCbenzun57,239042,female,穿搭,4,99662,3883,10.2w,973.00 ,9.73 ,4.82,36,349,5天9时27分47秒
581,加达尔庄园董事长,ZWW688888,1312921,male,剧情,17,171547,8731,4646,971.30 ,9.71 ,4.06,2,17,9时11分13秒
582,啊黎穿搭,24377035,1134233,female,网红美女,7,347180,10058,11.8w,968.90 ,9.69 ,4.69,22,89,4天6时46分43秒
583,FILA斐乐厦门万象城5G形象店,FILAXM2020,325988,female,穿搭,4,91472,2099,2.3w,967.70 ,9.68 ,4.78,55,310,19天18时39分21秒
584,小野酱在日本（今晚18点户外直播）,woow720,3372376,female,生活,5,111475,10856,12.0w,962.60 ,9.63 ,4.97,62,200,4天9时23分39秒
585,周珍和周密,zhouzhen_ZHOUMI,54748,female,穿搭,4,65216,2080,4.2w,958.40 ,9.58 ,4.93,8,205,1天21时13分17秒
586,衣香丽影旗舰店,Y_SING,347800,female,穿搭,4,124859,2353,4.9w,956.70 ,9.57 ,4.99,53,638,10天4时1分42秒
587,妙兮服饰,LUYU920607,201288,female,穿搭,4,125616,2617,9.5w,955.80 ,9.56 ,4.81,18,388,3天10时10分57秒
588,心相印官方旗舰店,HAxxy,1017520,female,种草,2,263133,12110,27.1w,955.40 ,9.55 ,4.95,32,84,7天1时6分36秒
589,雪雪雪,aichixue,1703634,female,美食,10,142243,14320,9.8w,953.90 ,9.54 ,4.93,41,105,3天47分36秒
590,飞科（每天16点直播）,flyco1999,379023,male,种草,2,54291,1613,5.3w,952.50 ,9.53 ,1.96,30,44,10天5时15分5秒
591,张纪中导演,dahuzizhang,1875510,male,明星,3,1053221,59127,2.7w,949.40 ,9.49 ,4.45,4,62,11时51分51秒
592,柯琳妮尔官方旗舰店,daqing3333333333,113857,female,美妆,6,58400,6115,6.3w,949.00 ,9.49 ,4.98,39,52,2天22时4分53秒
593,米亚Mia,miagogo,174781,female,时尚,0,28798,526,2103,946.60 ,9.47 ,4.93,15,2337,3天11时52分33秒
594,谢文东(珠宝大佬),1LF666,35334,male,时尚,0,21585,7379,4.3w,946.40 ,9.46 ,4.83,41,124,4天10时27分40秒
595,鱼姐的杂货铺（正常营业上新）,YN0000116,316751,female,穿搭,4,105369,3949,8.4w,945.30 ,9.45 ,1.96,22,612,1天6时1分59秒
596,曾志伟,Jiangmenren,4082221,male,明星,3,862607,29551,2.9w,944.70 ,9.45 ,4.37,5,110,22时7分
597,手艺人浪老板🧔🏻,langlaoban,1140851,male,手工手绘,26,18303,712,1991,943.40 ,9.43 ,4.82,46,3083,23天17时13分11秒
598,柠檬可乐他爹地,nmkltdd,1003459,male,生活,5,97021,11034,22.5w,941.80 ,9.42 ,5.00,53,145,5天2时15分
599,FILA,781216231,794493,female,穿搭,4,89827,1728,2.6w,941.40 ,9.41 ,4.89,83,170,15天22时41分10秒
600,刘楠Talia,Talia_vlog,3513853,female,生活,5,242330,5058,6.8w,939.30 ,9.39 ,4.90,4,233,1天9时32分48秒
601,星辰female装,xingchen815815,1437032,female,穿搭,4,91168,2014,6.9w,938.20 ,9.38 ,4.77,51,162,20天2时43分58秒
602,广州喜丽female装批发（招主播）,dy9gmzl93qo2,473992,female,穿搭,4,162722,5818,12.7w,937.30 ,9.37 ,4.71,25,240,3天58分54秒
603,礼尚往来奢侈品鉴定评估,Lswl1999,473874,female,穿搭,4,8225,161,81,936.20 ,9.39 ,4.80,86,116,21天14时53秒
601,青青家大码female装(晚上8点上新),qingqingnvzhuang,822400,female,穿搭,4,135922,4914,12.7w,933.30 ,9.33 ,1.68,87,180,17天13时20分28秒
605,玲珑娇旗袍,xmz1002,488138,female,穿搭,4,223801,1799,6.2w,932.00 ,9.32 ,4.99,32,159,22天10时27分7秒
606,大燕子服装严选（每天下午1点半左右开播）,DYZ831223,404927,female,穿搭,4,253399,10386,25.8w,931.80 ,9.32 ,4.99,54,113,5天12时58分
607,石力派翡翠（二号店）,SLPZB,35378,male,时尚,0,20077,1331,3897,930.40 ,9.30 ,4.80,42,3988,23天9时35分24秒
608,桔子姑娘纸品（琦琦）,Wqiqi0518,383089,female,生活,5,267761,18596,50.6w,929.60 ,9.30 ,4.96,97,18,8天23分28秒
609,雅鹿正品授权店,dyxvcdjr54e6,105266,female,,31,34007,1221,7.5w,929.60 ,9.30 ,4.03,41,60,19天5时15分46秒
610,纤莉秀大码-芷卉,339126662,1039451,female,穿搭,4,165118,1099,7.3w,928.60 ,9.29 ,5.00,32,117,20天5时7分17秒
611,杨坤,yangkunmusic,7448881,male,明星,3,1902425,32371,8879,926.90 ,9.27 ,4.49,1,49,8时16分24秒
612,妃鱼曼曼心选,manmanxinxuan,111689,female,穿搭,4,60612,1713,1.3w,925.70 ,9.26 ,4.95,20,1226,4天13时5分43秒
613,拉面说,625626980,174289,female,美食,10,47435,1991,7.7w,925.30 ,9.25 ,4.90,40,16,17天18时53分31秒
611,CK&WQ官方旗舰店,CK_WQ,302344,female,穿搭,4,179018,1963,8.2w,925.00 ,9.25 ,4.99,20,70,2天12时8分51秒
615,铜师傅旗舰店,TSF_7777,549495,female,种草,2,57401,2550,2.6w,923.20 ,9.23 ,4.98,48,250,14天3时38分24秒
616,上海伊纤莲服饰有限公司,yh1003n0,830422,female,穿搭,4,89507,3666,6.0w,922.70 ,9.23 ,1.69,148,154,25天36分17秒
617,安踏体育,anta_keepmoving,2641461,female,体育,18,136258,33092,7.4w,921.90 ,9.22 ,4.90,68,345,17天4时38分7秒
618,小小小个子female鞋,dy1mtb87tap5z,274680,male,情感,9,128455,5492,7.8w,920.60 ,9.21 ,4.98,63,263,8天5时1分30秒
619,上海故事专卖店,xyg68107501,230672,female,穿搭,4,73683,5789,3.2w,919.60 ,9.20 ,4.98,26,143,1天2时32分6秒
620,可柔爱官方旗舰店,KRA77777,2510783,female,穿搭,4,322299,20490,32.2w,919.10 ,9.19 ,1.62,91,145,16天6时13分12秒
621,逸阳官方旗舰店,esey1991,397992,female,穿搭,4,78062,2427,6.3w,919.10 ,9.19 ,5.00,58,67,12天12时26分11秒
622,大宁female装批发,hanging521,1189568,female,穿搭,4,761158,18217,49.5w,918.80 ,9.19 ,1.56,41,73,4天20时9分15秒
623,张喜喜,76267875,5123445,female,美食,10,522012,18147,20.0w,918.60 ,9.19 ,4.74,14,242,1天19时16分7秒
621,八姨太仙female可（周一至周五上午8点半）,Keke.Miss,506607,female,种草,2,301365,12617,30.6w,918.30 ,9.18 ,4.98,17,232,2天5时14分20秒
625,秦晴家优选,971608300,613001,female,种草,2,109063,1780,48.1w,917.70 ,9.18 ,4.81,32,51,17天19时29分32秒
626,品彩恒乐专卖店,1785414511,326252,female,穿搭,4,388768,10808,16.9w,917.60 ,9.18 ,4.85,22,84,3天23时1分17秒
627,本来家female装店,812616106,359193,female,穿搭,4,156722,4391,13.4w,915.40 ,9.15 ,4.98,27,178,5天6时16分50秒
628,一加手机,598912064,1295909,female,科技,1,47936,1503,3306,914.10 ,9.14 ,4.11,27,28,8天17时48分25秒
629,玖玖优选服饰,qianhuanz,550980,female,健康,22,54909,3488,8.6w,912.70 ,9.13 ,4.76,119,3178,14天4时26分45秒
630,吴昕,1712824735,8200891,female,明星,3,3535140,17599,4.6w,911.60 ,9.12 ,4.57,1,65,9时44分51秒
631,木子欢乐逗,muzico,1045844,female,种草,2,52811,3907,7360,910.90 ,9.11 ,4.82,18,351,1天21时42分40秒
632,喜宝羊绒-自产,Yangyangjie888,227135,female,穿搭,4,68681,3300,7.3w,910.60 ,9.11 ,1.96,29,348,5天2时58分12秒
633,翼眠官方品牌（每天六点，直播豪礼）,Mhj800,273827,female,家居,19,225653,2987,3.0w,906.80 ,9.07 ,4.99,29,15,25天10时6分13秒
634,中源果农,wangzhongyuan68,2129427,male,生活,5,98423,7070,18.4w,905.50 ,9.06 ,4.99,32,11,2天41分41秒
635,吕歌歌定制female鞋,gege88889,422415,female,穿搭,4,65811,2402,3.0w,905.50 ,9.06 ,4.47,96,98,15天23时4分5秒
636,金其父female·玩遍中国（张白鸽）🇨🇳,gezi6668888,728600,female,旅行,25,149365,8033,12.3w,905.00 ,9.05 ,4.63,25,131,2天23时2分49秒
637,王小川,wang_xiaochuan,7576053,male,知识资讯,23,100992 ,6869,4.6w,901.90 ,9.02 ,4.73,31,302,4天2时38分8秒
638,广州乔一服饰,GZqiaoyi,360881,female,穿搭,4,233128,9549,13.1w,900.50 ,9.01 ,4.88,28,98,6天59分17秒
639,胡楚靓（正在播衣服！）,7124467,6128652,female,网红美女,7,355298,15068,6.2w,900.10 ,9.00 ,4.90,11,111,1天7时33分40秒
640,鬼胡胡(今天晚上7点直播),guihuhu999,9238076,male,搞笑,14,231110,13705,11.5w,898.80 ,8.99 ,4.62,45,211,4天16时9分52秒
611,小菲特童装,xft0123156789,1195731,female,穿搭,4,53942,5111,34.0w,898.30 ,9.27 ,1.69,124,1445,8天9时4分
612,杭州妃梵贸易有限公司,ff13588429910,773893,female,穿搭,4,136126,3423,4.7w,898.10 ,9.26 ,4.81,25,193,2天15时52分21秒
613,欧惑时尚穿搭（高薪招募主播）,ouhuo.d,1154743,female,穿搭,4,178578,7116,8.7w,898.00 ,9.29 ,1.63,32,169,5天2时8分24秒
644,我是卡卡1995,kaka1995,5068509,female,网红美女,7,292242,13012,9.2w,896.60 ,8.97 ,4.73,19,163,2天20时42分51秒
615,红布林秒杀姐妹团（每日白菜）,hongbulinzb5,58988,female,种草,2,7243,171,2080,894.80 ,9.23 ,4.45,122,12485,26天21时51分56秒
646,斯斯ceci（晚上7点直播）,cecibaby8888,373023,female,网红美女,7,112053,2643,8.7w,892.00 ,8.92 ,4.87,39,262,6天12时8分42秒
617,120斤大萌萌（每晚6:52直播）,MGmm0101,1155422,female,穿搭,4,180558,5842,7.5w,891.70 ,9.22 ,4.95,22,170,5天2时8分36秒
618,喜木棉麻原创female装,PH1786,837386,female,穿搭,4,252353,6220,16.1w,891.10 ,9.21 ,1.69,53,53,16天20时35分11秒
649,宝石猎人-阿忠(珠宝 水晶 文玩全品类,372125400,240197,male,剧情,17,27566,1008,4.7w,889.50 ,8.90 ,4.78,39,7427,8天21时29分13秒
650,李宁速恒专卖店,suhengmaoyi,1116819,female,穿搭,4,166088,6185,9.6w,888.90 ,8.89 ,1.65,49,515,6天23时1分17秒
651,笛莎female童旗舰店,520deesha,455723,female,穿搭,4,66511,2212,14.7w,888.90 ,8.89 ,4.92,140,261,20天15时19分7秒
652,何晓轻奢真丝female装,onlytone,151249,female,穿搭,4,113221,1219,3.3w,887.30 ,8.87 ,4.87,16,218,5天1时54秒
653,陈姐姐（今晚8点虾青素浮力）,heyjudy2020,1732940,female,情感,9,80688,6981,6.0w,886.50 ,8.87 ,4.59,39,253,4天7时43分58秒
651,INSUN恩裳品牌服饰,insun1234,58976,female,穿搭,4,22867,145,1.1w,885.80 ,8.86 ,4.99,88,631,19天5时58分36秒
655,余掌柜珠宝,yuzhanggui9999,40173,male,时尚,0,24888,1179,5.2w,882.90 ,8.83 ,4.87,29,4737,6天15时50分38秒
656,玉峰珠宝一号店,yufengzhubao2020,54108,female,时尚,0,6163,770,1.1w,881.90 ,8.82 ,4.92,53,6657,8天9时14分49秒
657,你的coco,jimmi987,772425,female,穿搭,4,97781,2805,8.0w,881.90 ,8.82 ,4.80,54,277,9天5时52分43秒
658,萱萱辰服饰（今晚7点开播）,vking8368,528319,female,穿搭,4,186100,2173,11.3w,880.10 ,8.80 ,4.80,27,261,5天21时40分51秒
659,佟掌柜V,Anna123888,853215,female,网红美女,7,164399,4382,7.6w,880.00 ,8.80 ,4.69,23,134,3天17时37分5秒
660,韩希穿搭（正在直播中）,hanxiya2,618085,female,穿搭,4,217151,13384,21.3w,879.90 ,8.80 ,4.87,90,76,19天7时42分45秒
661,老庙黄金旗舰店,2175502464,46720,female,生活,5,28012,6165,1.4w,879.60 ,8.80 ,4.49,42,216,4天18时8分41秒
662,小允姐姐,zhiyouniting520,2475256,female,网红美女,7,125056,9858,13.8w,878.70 ,8.79 ,4.97,46,604,5天21时2分13秒
663,姿姐工厂店,zizi1685859,516018,female,穿搭,4,119790,5516,24.2w,878.10 ,8.80 ,4.55,68,1831,11天3时59分36秒
664,黄宥明（7月6号15点直播,huangyouming36,5439001,male,明星,3,428806,13413,4.1w,877.00 ,8.77 ,4.66,9,176,1天16时1分7秒
665,墨染质造（真丝香云纱）,168moran168,34335,female,,31,18616,845,1.1w,876.90 ,8.77 ,4.81,23,198,3天40分42秒
666,白米❤️直播送1000台手机,baimi5278,1116151,female,剧情,17,61781,5684,14.5w,875.10 ,8.75 ,4.85,35,183,3天21时9分6秒
667,漫咖严选贸易小号,1720701593,272862,female,时尚,0,246548,23574,13.9w,873.30 ,8.73 ,4.91,18,229,3天40分23秒
668,GXGmale装,615532110,583429,male,穿搭,4,97035,9663,4.8w,872.60 ,8.73 ,4.89,45,350,17天8时32分
669,榜序文化传媒,bangxubaiwan2,2042097,female,穿搭,4,297741,22966,25.9w,872.40 ,8.72 ,4.78,56,322,1天1时37分36秒
670,左尚尚female装穿搭,968972915,537231,female,穿搭,4,322783,12745,13.7w,870.80 ,8.71 ,4.98,28,171,7天6时2分2秒
671,购酒网官方旗舰店,gjw4007221919,398905,male,生活,5,52977,3186,2.3w,870.50 ,8.71 ,4.73,37,149,7天14时21分25秒
672,万喜珠宝,wanxizhubao888,85758,female,时尚,0,27611,639,2.2w,866.80 ,8.67 ,4.97,39,4943,10天12时6分10秒
673,国岳姚总,guoyueyaozong,432705,female,网红美女,7,65798,4955,4.2w,865.90 ,8.66 ,4.65,25,424,3天17时14分4秒
674,阿祖婆食品（季微严选）,jiweishipin,2319934,female,美食,10,293267,10901,32.8w,865.50 ,8.66 ,4.71,45,300,13天3时59分2秒
675,蜜蜡姐,milajie111,26173,female,时尚,0,45603,17181,3.4w,864.80 ,8.65 ,4.87,9,701,1天1时47分38秒
676,迈特优服饰-(夏季新品已上新),mty88nz,689113,male,穿搭,4,75739,1324,8.5w,861.70 ,8.62 ,4.88,30,185,12天13时13分16秒
677,大脸妹格格,dagege18,2123414,female,美食,10,607608,46554,34.7w,862.10 ,8.62 ,4.74,11,160,2天1时42分2秒
678,杭州真丝工厂直销 直播中,77585217758521AB,391805,female,生活,5,43595,4199,10.9w,862.10 ,8.62 ,4.47,185,130,15天21时57分37秒
679,萱萱Ciarlsy,LSMMS2018,243246,female,时尚,0,85404,1682,4.2w,861.60 ,8.62 ,4.97,22,219,4天22时50分3秒
680,Cabbeen卡宾服饰,CabbeenDY,292050,female,穿搭,4,105480,1000,5.4w,861.10 ,8.61 ,1.69,32,178,23天7时57分55秒
681,猜礼物,cailiwu,520075,male,种草,2,31176,499,5091,860.50 ,8.61 ,4.93,17,199,3天12时22分6秒
682,橙子家定制（5号下午13:00直播）,chengzijiadi,441953,female,穿搭,4,434720,8095,19.0w,860.30 ,8.60 ,4.55,23,88,1天6时26分
683,Nicole Chan妮蔻,Nicolechenyn,1098596,female,美妆,6,51661,3029,6.9w,859.70 ,8.61 ,4.89,36,276,3天11时21分26秒
681,云妃秀大码female装,yunfeixiu,987145,female,穿搭,4,87156,1280,7.6w,857.40 ,8.57 ,4.92,56,237,15天3时17分31秒
685,江壶一哥紫砂,JHYG1688,117549,male,生活,5,75264,1653,4.7w,855.80 ,8.56 ,4.51,31,13450,11天6分47秒
686,大麦家female装（夏季上新）高薪招主播,1797003800,296895,female,穿搭,4,201380,8776,13.8w,853.80 ,8.54 ,1.96,62,80,13天28分35秒
687,太美丽在线,tml08888,562632,female,情感,9,24165,866,9543,853.00 ,8.53 ,3.86,81,10537,27天21时8分22秒
688,九妹🍀,fj4645,1504433,female,生活,5,171289,9545,15.0w,851.80 ,8.52 ,4.75,35,88,3天2时10分31秒
689,中缅边境砍价王,FXLX7777,583201,male,生活,5,39101,3953,3.0w,851.70 ,8.52 ,4.17,123,23110,22天19时30分59秒
690,OUPORTSS真丝服饰（10号大上新）,DXJ517517,89580,female,穿搭,4,81510,1763,2.4w,850.40 ,8.50 ,4.89,12,1134,2天22时51秒
691,蜜糖honey(子衿)每晚7点开播,dyk7ybevkvp7,1063339,female,穿搭,4,60252,2880,6.0w,849.20 ,8.49 ,4.95,59,141,14天1时9分18秒
692,巧格朋家纺【冲80万粉丝福利】,LSXG168,536906,female,种草,2,280826,7767,34.3w,847.40 ,8.47 ,4.94,40,97,9天4时45分29秒
693,百盛购物中心,parkson_552,238373,female,穿搭,4,67125,2885,2.0w,816.50 ,8.50 ,4.53,55,173,8天3时18分13秒
694,小花奢侈品B,hanascp,103836,female,时尚,0,37411,2326,1505,845.00 ,8.45 ,4.47,85,4293,15天12时26分49秒
695,浪莎旗舰店,lsqjd,885482,female,穿搭,4,184221,15078,25.3w,844.20 ,8.44 ,4.10,53,131,3天20时39分5秒
696,瑞丽小二,xiao0537888,1262926,female,时尚,0,80669,1512,2.9w,842.20 ,8.42 ,4.30,35,10261,20天23时51分56秒
697,美妞好物优选（早7点开播）,2236661391,2162120,female,穿搭,4,60975,3610,15.5w,840.90 ,8.41 ,4.89,134,651,19天21时1分8秒
698,小玲子家纺,LLxiaolingzi,361111,female,种草,2,182378,4225,6.0w,839.70 ,8.40 ,1.62,29,157,7天2时20分7秒
699,金佑琳(每天上午10：30开播）,Youlin591666,191100,female,种草,2,33053,3947,4.2w,838.50 ,8.39 ,4.90,33,107,2天18时11分25秒
700,林儿微胖原创穿搭（今天不直播回杭州看家人,lingsansuiya,122560,female,穿搭,4,193254,2779,6.1w,837.80 ,8.38 ,1.6,20,271,4天21时24分11秒
701,拍拍优品（拍拍严选）,dydhlu1ebl0l,87570,male,种草,2,44255,2609,5182,837.60 ,8.38 ,4.17,53,117,20天17时7分9秒
702,海宁所姿服饰,picao521,315421,female,穿搭,4,77044,1655,2.5w,837.60 ,8.38 ,4.99,9,368,1天23时4分13秒
703,生活在左,shenghuozaizuo,240124,female,穿搭,4,29197,458,1.0w,837.40 ,8.37 ,4.98,55,217,18天14时4分45秒
704,蜜棠珠宝（今天休息）,17202322,132210,female,时尚,0,28034,3090,3.3w,837.30 ,8.37 ,4.90,28,1970,4天11时8分31秒
705,潘雨润7.8下午2点生日会直播,panyurun,3155368,female,美妆,6,618129,18990,9.1w,836.50 ,8.37 ,1.96,2,54,5时7分23秒
706,AnnabellaValentinofemale装,illy_Valentino,77978,female,穿搭,4,37632,2631,2.6w,835.00 ,8.35 ,1.63,53,144,7天4时30分4秒
707,美丽老李家female装,Li88888895,288081,female,穿搭,4,107372,2119,12.2w,834.10 ,8.34 ,4.87,26,2522,5天10时45分13秒
